Product_A,Product_B,CoCount,Support,Confidence_A_to_B,Confidence_B_to_A,Lift
W/C  ASSY(15.87)(K14/100),W/C ASSY LH SANTRO,116,0.006817513958272113,0.13925570228091236,0.2013888888888889,4.11360377484327
PAD KIT,"PAD KIT,  Frt",266,0.015633264766382604,0.10098709187547457,0.6363636363636364,4.110754469524401
SHOE KIT,"SHOE KIT WITH HBL, OMNI UPG.",253,0.014869233029679694,0.1040296052631579,0.5870069605568445,4.106876411955061
SHOE KIT(15),W/C ASSY. LH.omni (k26/40),54,0.0031736702909197765,0.1261682242990654,0.10325047801147227,4.104688979825235
W /C ASSY RH SANTRO,W/C  ASSY(15.87)(K14/100),109,0.006406112253893623,0.19963369963369965,0.13085234093637454,4.077751979912844
PAD FRICTION KING,W/C ASSY LH SANTRO,69,0.004055245371730826,0.1377245508982036,0.11979166666666667,4.068373669328011
PAD FRICTION KING,SHOE KIT,291,0.01710255656773435,0.5808383233532934,0.1196546052631579,4.0637187795461704
"SHOE KIT WITH HBL, OMNI UPG.",W/C ASSY. RR. RH.(17.46 mm),40,0.0023508668821627977,0.09280742459396751,0.10282776349614396,4.059430152869814
"SHOE KIT WITH HBL, OMNI UPG.",SHOE KIT(15),44,0.002585953570379077,0.10208816705336426,0.102803738317757,4.058481687880825
"SHOE KIT WITH HBL, OMNI UPG.",SHOE KIT(INCRIMENTAL ADJ.)15,85,0.004995592124595945,0.19721577726218098,0.10253317249698432,4.047800301708093
"SHOE KIT WITH HBL, OMNI UPG.",W/C ASSY LH SANTRO,59,0.0034675286511901262,0.1368909512761021,0.10243055555555555,4.043749194379995
POWER STEERING OIL BOTTLE(500ml),SHOCK ABS OIl 175ml,14,0.0008228034087569791,0.030107526881720432,0.11023622047244094,4.033697400728134
SHOE KIT,SHOE KIT FRONT (A.A.),349,0.02051131354687041,0.1435032894736842,0.5759075907590759,4.02922189834115
BRAKE FLUID 1/4 LTR DOT3 (Non Petroleum),BRAKE FLUID 1/4 Lt  DOT4 (Non Petroleum),375,0.022039377020276227,0.20536692223439212,0.43202764976958524,4.0257121910347715
SHOE KIT(12),W/C ASSY. RR.(17.46 mm) YE2,69,0.004055245371730826,0.07683741648106904,0.2123076923076923,4.0227342813088915
BONDED BRAKE SHOE KIT (KBX type),W /C ASSY RH SANTRO,56,0.0032912136350279164,0.12814645308924486,0.10256410256410256,3.9934283870210643
KBX  PAD KIT,"W/C ASSLY RR, Ø 15.87MM",297,0.01745518660005877,0.1289622231871472,0.5390199637023594,3.9823815381657166
W/C ASSY. RR. RH.(17.46 mm),W/C ASSY. XYLO (Equlnt)(K62/25),40,0.0023508668821627977,0.10282776349614396,0.09070294784580499,3.9673795825099534
Service kit; Shoes New Swift,W /C ASSY RH SANTRO,70,0.004114017043784896,0.12681159420289856,0.1282051282051282,3.951830174656262
"PAD KIT,  Frt",W /C ASSY RH SANTRO,53,0.0031148986188657066,0.12679425837320574,0.09706959706959707,3.951289938132043
SHOE KIT,SHOE KIT  (1 LEADING- 1 TRAILING),419,0.024625330590655303,0.17228618421052633,0.5646900269541779,3.950740464072918
PAD FRICTION KING,SHOE KIT  (1 LEADING- 1 TRAILING),86,0.005054363796650014,0.17165668662674652,0.11590296495956873,3.936305287000124
W/C ASSY. RR.(17.46 mm) YE2,W/C ASSY. XYLO (Equlnt)(K62/25),33,0.001939465177784308,0.10153846153846154,0.07482993197278912,3.9176347462061742
"SERVICE KIT; SHOE KIT, ALTO CD,170",W/C  ASSY(15.87)(K14/100),101,0.005935938877461064,0.19092627599243855,0.1212484993997599,3.8998926602777217
SHOE KIT(12),SHOE KIT(15),88,0.005171907140758154,0.09799554565701558,0.205607476635514,3.895780862976916
"W/C ASSLY RR, Ø 15.87MM",W/C ASSY. RR. RH.(17.46 mm),49,0.002879811930649427,0.08892921960072596,0.12596401028277635,3.889796070710416
BONDED BRAKE SHOE KIT (KBX type),W/C Model K cr3 (19.05)(K31/100),42,0.002468410226270937,0.09610983981693363,0.0995260663507109,3.875139631481341
KBX  PAD KIT,W/C ASSY. LH.omni (k26/40),272,0.015985894798707025,0.11810681719496309,0.5200764818355641,3.8424235077864197
SHOE KIT  (1 LEADING- 1 TRAILING),"W/C ASSLY RR, Ø 15.87MM",92,0.005406993828974434,0.12398921832884097,0.16696914700544466,3.8288140650911604
SHOE KIT,SHOE KIT(12),491,0.02885689097854834,0.20189144736842105,0.5467706013363028,3.8253707984116745
KBX  PAD KIT,SHOE KIT(12),464,0.02727005583308845,0.20147633521493705,0.5167037861915368,3.8175053938554053
SHOE KIT(12),SHOE KIT(INCRIMENTAL ADJ.)15,167,0.00981486923302968,0.18596881959910913,0.2014475271411339,3.816959548225382
BONDED BRAKE SHOE KIT (KBX type),SHOE KIT FRONT (A.A.),59,0.0034675286511901262,0.13501144164759726,0.09735973597359736,3.790791550550936
SHOE KIT LH; IAM BAJAJ REGC,SHOE KIT RH RR APE CITY (I 11/20),10,0.0005877167205406994,0.04784688995215311,0.046511627906976744,3.7865806164459777
SHOE KIT,"W/C ASSLY RR, Ø 15.87MM",298,0.017513958272112842,0.1225328947368421,0.5408348457350273,3.7838424754035724
SHOE KIT(12),W/C ASSY LH SANTRO,115,0.006758742286218043,0.12806236080178174,0.1996527777777778,3.7829532448651317
W/C ASSY LH SANTRO,W/C Model K cr3 (19.05)(K31/100),54,0.0031736702909197765,0.09375,0.12796208530805686,3.7799911137440754
"SERVICE KIT; SHOE KIT, ALTO CD,170",SHOE KIT FRONT (A.A.),71,0.0041727887158389656,0.1342155009451796,0.11716171617161716,3.768443479508631
SHOE KIT  RH(A.A.),"W/C ASSLY RR, Ø 15.87MM",90,0.005289450484866294,0.12195121951219512,0.16333938294010888,3.765880217785844
W/C ASSY. RH(19.05 mm),W/C Model K cr3 (19.05)(K31/100),24,0.0014105201292976784,0.0933852140077821,0.05687203791469194,3.7652829771147216
SHOE KIT FRONT (A.A.),SHOE RETURN SPRING(A.A),28,0.0016456068175139582,0.0462046204620462,0.1339712918660287,3.7615866849842874
SHOE KIT LH (A.A.),"SHOE KIT WITH HBL, OMNI UPG.",70,0.004114017043784896,0.09523809523809523,0.16241299303944315,3.7598055463484696
SHOE KIT  RH(A.A.),"SHOE KIT WITH HBL, OMNI UPG.",70,0.004114017043784896,0.0948509485094851,0.16241299303944315,3.7445217839649394
SHOE RETURN SPRING(A.A),Shoes Assy W/O Spring,7,0.00041140170437848955,0.03349282296650718,0.0457516339869281,3.724708384151108
SHOE KIT(12),W /C ASSY RH SANTRO,107,0.0062885689097854835,0.11915367483296214,0.19597069597069597,3.713186405279947
W/C  ASSY(15.87)(K14/100),W/C ASSY. RR.(17.46 mm) YE2,59,0.0034675286511901262,0.07082833133253301,0.18153846153846154,3.708135561917074
SHOE KIT LH (A.A.),W/C ASSY. RH(19.05 mm),41,0.0024096385542168677,0.055782312925170066,0.15953307392996108,3.6931363985282832
BONDED BRAKE SHOE KIT (KBX type),W/C  ASSY(15.87)(K14/100),79,0.004642962092271525,0.18077803203661327,0.09483793517406963,3.692602899283284
SHOE KIT(15),SHOE KIT(INCRIMENTAL ADJ.)15,77,0.004525418748163385,0.17990654205607476,0.09288299155609167,3.6925329470254664
KBX  PAD KIT,Shoe Kit,782,0.04595944754628269,0.33955709943551887,0.49777211966900065,3.6776346574763554
Shoe Kit,W/C ASSY. RH(K23/40),195,0.011460476050543638,0.12412476129853596,0.3391304347826087,3.673013588686242
SHOE KIT  (1 LEADING- 1 TRAILING),"SHOE KIT WITH HBL, OMNI UPG.",69,0.004055245371730826,0.09299191374663072,0.16009280742459397,3.6711308872364774
PAD FRICTION KING,W/C ASSY. RR. RH.(17.46 mm),42,0.002468410226270937,0.08383233532934131,0.10796915167095116,3.6668565183258157
"PAD KIT,  Frt",W/C ASSY. RH(19.05 mm),23,0.0013517484572436085,0.05502392344497608,0.08949416342412451,3.642926293448513
Service kit; Shoes New Swift,W/C ASSY LH SANTRO,68,0.003996473699676756,0.12318840579710146,0.11805555555555555,3.638976952495974
Shoe Kit,W/C ASSY LH SANTRO,193,0.011342932706435499,0.12285168682367918,0.3350694444444444,3.6290302974043422
W/C ASSY. LH.omni (k26/40),W/C Model K cr3 (19.05)(K31/100),47,0.002762268586541287,0.08986615678776291,0.11137440758293839,3.6233949235634735
BONDED BRAKE SHOE KIT (KBX type),SHOE HOLD DOWN SPRING(A.A),22,0.0012929767851895385,0.05034324942791762,0.09282700421940929,3.614305438886153
SHOE KIT LH (A.A.),"W/C ASSLY RR, Ø 15.87MM",86,0.005054363796650014,0.11700680272108843,0.1560798548094374,3.6131955504524855
PAD FRICTION KING,PAD KIT,280,0.016456068175139584,0.5588822355289421,0.10630220197418375,3.6102434462888957
"PAD KIT,  Frt",W/C ASSY LH SANTRO,51,0.0029973552747575667,0.12200956937799043,0.08854166666666667,3.604154206539074
W/C  ASSY(15.87)(K14/100),W/C ASSY. RH(K23/40),101,0.005935938877461064,0.1212484993997599,0.17565217391304347,3.587901247455504
W/C  ASSY(15.87)(K14/100),W/C ASSY. LH.omni (k26/40),91,0.005348222156920364,0.1092436974789916,0.1739961759082218,3.5540755499140384
BRAKE FLUID 1/2 Lt DOT3 (Non Petroleum),BRAKE FLUID 100ml DOT3 (Non Petroleum),80,0.0047017337643255955,0.25477707006369427,0.06557377049180328,3.553304792732589
SHOE KIT LH (A.A.),SHOE KIT RH RR APE CITY (I 11/20),33,0.001939465177784308,0.044897959183673466,0.15348837209302327,3.553203607024205
W/C ASSY. RR. RH.(17.46 mm),W/C Model K cr3 (19.05)(K31/100),34,0.001998236849838378,0.08740359897172237,0.08056872037914692,3.5241048258385215
KBX  PAD KIT,W/C ASSY. RR.(17.46 mm) YE2,155,0.00910960916838084,0.06730351715154147,0.47692307692307695,3.5235979825645476
W/C ASSY. RR. LH. CULTUS (17.46 mm),W/C ASSY. RR.(17.46 mm) YE2,22,0.0012929767851895385,0.0672782874617737,0.06769230769230769,3.522277111267936
SHOE KIT(15),W/C ASSY LH SANTRO,51,0.0029973552747575667,0.1191588785046729,0.08854166666666667,3.519944996105919
W/C ASSY. LH(19.05 mm),W/C ASSY. LH.omni (k26/40),27,0.0015868351454598883,0.10756972111553785,0.05162523900573614,3.499615305508368
W /C ASSY RH SANTRO,W/C ASSY. LH(19.05 mm),28,0.0016456068175139582,0.05128205128205128,0.11155378486055777,3.4763510062314844
"PAD KIT,  Frt",W/C  ASSY(15.87)(K14/100),71,0.0041727887158389656,0.16985645933014354,0.08523409363745499,3.469516993400231
SHOE KIT,Shoe Kit,778,0.045724360858066415,0.3199013157894737,0.4952259707192871,3.4647491331367886
SHOE KIT FRONT (A.A.),"SHOE KIT WITH HBL, OMNI UPG.",53,0.0031148986188657066,0.08745874587458746,0.12296983758700696,3.4526927170675297
W/C ALTO (K53/100),W/C ASSY. RR. LH. CULTUS (17.46 mm),30,0.001763150161622098,0.06622516556291391,0.09174311926605505,3.445936367134496
PAD KIT,"SERVICE KIT; SHOE KIT, ALTO CD,170",282,0.016573611519247723,0.1070615034168565,0.5330812854442344,3.443575577765242
SHOE KIT RH RR APE CITY (I 11/20),WC ASSLY PVPL RR(K17/40),35,0.002057008521892448,0.16279069767441862,0.04337050805452292,3.4323218351056166
W/C ASSY. LH.omni (k26/40),W/C ASSY. RR. RH.(17.46 mm),41,0.0024096385542168677,0.07839388145315487,0.10539845758354756,3.42897658849725
PAD KIT,Service kit; Shoes New Swift,293,0.017220099911842493,0.11123766135155656,0.5307971014492754,3.4288203041607517
SHOE KIT,W/C ASSY. LH.omni (k26/40),256,0.015045548045841904,0.10526315789473684,0.4894837476099426,3.42457482137466
SHOE KIT(15),W /C ASSY RH SANTRO,47,0.002762268586541287,0.10981308411214953,0.08608058608058608,3.422105542432645
W/C ASSY. RR. LH. CULTUS (17.46 mm),W/C ASSY. XYLO (Equlnt)(K62/25),29,0.0017043784895680281,0.08868501529051988,0.06575963718820861,3.4217132316739125
KBX  PAD KIT,PAD KIT,1214,0.07134880987364091,0.5271385149804603,0.46089597570235386,3.4051867245226015
PAD FRICTION KING,SHOE KIT(INCRIMENTAL ADJ.)15,83,0.004878048780487805,0.1656686626746507,0.10012062726176116,3.4003043370436448
"SERVICE KIT; SHOE KIT, ALTO CD,170",W/C ASSY. RR. RH.(17.46 mm),41,0.0024096385542168677,0.07750472589792061,0.10539845758354756,3.390084604506733
SHOE KIT(INCRIMENTAL ADJ.)15,W /C ASSY RH SANTRO,90,0.005289450484866294,0.10856453558504221,0.16483516483516483,3.383197020108962
BRAKE FLUID 1/4 Lt  DOT4 (Non Petroleum),BRAKE FLUID 100ml DOT3 (Non Petroleum),208,0.012224507787246547,0.23963133640552994,0.17049180327868851,3.3420714663443376
SHOE KIT(15),Shoe Kit,132,0.007757860711137232,0.308411214953271,0.08402291534054743,3.3403035152322764
"PAD KIT,  Frt",SHOE KIT(INCRIMENTAL ADJ.)15,68,0.003996473699676756,0.16267942583732056,0.08202653799758745,3.3389510622702168
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY. LH.omni (k26/40),76,0.004466647076109316,0.10242587601078167,0.14531548757170173,3.332268222415775
SHOE KIT,SPRING SHOE RETURN UPPER(G46/400),60,0.003526300323244196,0.024671052631578948,0.47619047619047616,3.3315711152882206
BONDED BRAKE SHOE KIT (KBX type),PAD KIT,225,0.013223626212165737,0.5148741418764302,0.08542141230068337,3.325961854224548
SPRING SHOE RETURN UPPER(G46/400),W/C ASSY. RR.(17.46 mm) YE2,8,0.0004701733764325595,0.06349206349206349,0.024615384615384615,3.3240537240537242
W /C ASSY RH SANTRO,W/C Model K cr3 (19.05)(K31/100),45,0.002644725242433147,0.08241758241758242,0.1066350710900474,3.323069110983803
PAD FRICTION KING,SHOE KIT  RH(A.A.),72,0.004231560387893036,0.1437125748502994,0.0975609756097561,3.3133732534930145
SHOE KIT FRONT (A.A.),"W/C ASSLY RR, Ø 15.87MM",65,0.003820158683514546,0.10726072607260725,0.11796733212341198,3.3122345809898595
SHOE KIT(INCRIMENTAL ADJ.)15,Service kit; Shoes New Swift,89,0.0052306788128122245,0.10735826296743065,0.161231884057971,3.3092406601283195
BONDED BRAKE SHOE KIT (KBX type),W/C ASSY. RR. RH.(17.46 mm),33,0.001939465177784308,0.07551487414187644,0.08483290488431877,3.3030477725553404
SHOE KIT(12),W/C  ASSY(15.87)(K14/100),145,0.008521892447840141,0.16146993318485522,0.17406962785114047,3.2982123807206625
PAD FRICTION KING,W /C ASSY RH SANTRO,53,0.0031148986188657066,0.10578842315369262,0.09706959706959707,3.2966850182419045
Service kit; Shoes New Swift,W/C  ASSY(15.87)(K14/100),89,0.0052306788128122245,0.161231884057971,0.10684273709483794,3.2933499486751225
SHOE KIT  (1 LEADING- 1 TRAILING),Service kit; Shoes New Swift,79,0.004642962092271525,0.10646900269541779,0.1431159420289855,3.281829856635025
PAD FRICTION KING,SHOE KIT LH (A.A.),71,0.0041727887158389656,0.14171656686626746,0.09659863945578231,3.2806903200401916
SHOE RETURN SPRING(A.A),W/C ASSY. LH.omni (k26/40),21,0.0012342051131354686,0.10047846889952153,0.040152963671128104,3.2689123294939937
PAD KIT,Shoe Kit,793,0.04660593593887746,0.30106302201974183,0.5047740292807129,3.260717580945835
Shoe Kit,W /C ASSY RH SANTRO,164,0.00963855421686747,0.10439210693825589,0.30036630036630035,3.2531716109055386
SHOE KIT(15),"W/C ASSLY RR, Ø 15.87MM",45,0.002644725242433147,0.10514018691588785,0.08166969147005444,3.246751870006954
W /C ASSY RH SANTRO,W/C ASSY. RR. LH. CULTUS (17.46 mm),34,0.001998236849838378,0.06227106227106227,0.10397553516819572,3.2401899833092496
SHOE HOLD DOWN SPRING(A.A),W/C Model K cr3 (19.05)(K31/100),19,0.001116661769027329,0.08016877637130802,0.045023696682464455,3.2323974643549906
SHOE KIT,W/C ASSY. RR.(17.46 mm) YE2,150,0.00881575080811049,0.061677631578947366,0.46153846153846156,3.2290612348178134
KBX  PAD KIT,W/C ASSY. RH(K23/40),249,0.014634146341463415,0.10811984368215372,0.4330434782608696,3.1994072004379923
SPRING SHOE RETURN UPPER(G46/400),"W/C ASSLY RR, Ø 15.87MM",13,0.0007640317367029092,0.10317460317460317,0.023593466424682397,3.1860542159997696
SHOE KIT(15),W/C ASSY. RR.(17.46 mm) YE2,26,0.0015280634734058183,0.06074766355140187,0.08,3.1803738317757007
Service kit; Shoes New Swift,W/C ASSY. RR. RH.(17.46 mm),40,0.0023508668821627977,0.07246376811594203,0.10282776349614396,3.169591296896539
SHOE KIT(15),Service kit; Shoes New Swift,44,0.002585953570379077,0.102803738317757,0.07971014492753623,3.1688507381823103
SHOE KIT(INCRIMENTAL ADJ.)15,"W/C ASSLY RR, Ø 15.87MM",85,0.004995592124595945,0.10253317249698432,0.1542649727767695,3.1662466969803784
SHOE KIT FRONT (A.A.),SHOE KIT(12),101,0.005935938877461064,0.16666666666666666,0.11247216035634744,3.157943578322197
SHOE HOLD DOWN SPRING(A.A),W/C ASSY. LH.omni (k26/40),23,0.0013517484572436085,0.0970464135021097,0.04397705544933078,3.157255689748368
SHOE KIT RH RR APE CITY (I 11/20),"TMC ASSLY WITH RESERVOIR, PVPL APE501",33,0.001939465177784308,0.15348837209302327,0.039806996381182146,3.1503071787247174
"SHOE KIT WITH HBL, OMNI UPG.",W/C ASSY. LH(19.05 mm),20,0.0011754334410813989,0.04640371229698376,0.0796812749003984,3.145654042761668
SHOE KIT FRONT (A.A.),SHOE KIT RH RR APE CITY (I 11/20),24,0.0014105201292976784,0.039603960396039604,0.11162790697674418,3.1342390052958784
"PAD KIT,  Frt",SHOE KIT  (1 LEADING- 1 TRAILING),57,0.0033499853070819863,0.13636363636363635,0.07681940700808626,3.1269909335947075
"SERVICE KIT; SHOE KIT, ALTO CD,170",W/C Model K cr3 (19.05)(K31/100),41,0.0024096385542168677,0.07750472589792061,0.0971563981042654,3.1249832017846426
"SERVICE KIT; SHOE KIT, ALTO CD,170",SHOE HOLD DOWN SPRING(A.A),23,0.0013517484572436085,0.043478260869565216,0.0970464135021097,3.1214456063107683
PAD KIT,"SHOE KIT WITH HBL, OMNI UPG.",208,0.012224507787246547,0.07896735003796507,0.48259860788863107,3.117469746858412
BRAKE FLUID 1/4 LTR DOT3 (Non Petroleum),BRAKE FLUID 100 ml  DOT4 (Non Petroleum),121,0.007111372318542463,0.06626506024096386,0.3342541436464088,3.1146408839779007
SHOE KIT  RH(A.A.),SHOE KIT RH RR APE CITY (I 11/20),29,0.0017043784895680281,0.03929539295392954,0.13488372093023257,3.1098191214470283
PAD FRICTION KING,Shoes Assy W/O Spring,14,0.0008228034087569791,0.027944111776447105,0.0915032679738562,3.1076409272957357
W/C ASSY LH SANTRO,W/C ASSY. RH(19.05 mm),27,0.0015868351454598883,0.046875,0.10505836575875487,3.1034168287937742
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY. RR.(17.46 mm) YE2,49,0.002879811930649427,0.05910735826296743,0.15076923076923077,3.094497541059664
BONDED BRAKE SHOE KIT (KBX type),SPRING SHOE RETURN UPPER(G46/400),10,0.0005877167205406994,0.02288329519450801,0.07936507936507936,3.090152918528205
W/C ASSY. RH(K23/40),W/C Model K cr3 (19.05)(K31/100),44,0.002585953570379077,0.07652173913043478,0.10426540284360189,3.0853492684937147
SHOE KIT(INCRIMENTAL ADJ.)15,W/C  ASSY(15.87)(K14/100),125,0.0073464590067587425,0.15078407720144751,0.15006002400960383,3.079941264805078
PAD KIT,SHOE KIT(12),427,0.025095503967087863,0.16211085801063022,0.4755011135857461,3.071621658185827
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY LH SANTRO,77,0.004525418748163385,0.10377358490566038,0.13368055555555555,3.0654644916142555
"SERVICE KIT; SHOE KIT, ALTO CD,170",SHOE KIT LH (A.A.),70,0.004114017043784896,0.1323251417769376,0.09523809523809523,3.063282023584481
"SERVICE KIT; SHOE KIT, ALTO CD,170",SPRING SHOE RETURN UPPER(G46/400),12,0.0007052600646488392,0.022684310018903593,0.09523809523809523,3.0632820235844807
SHOE KIT FRONT (A.A.),W/C ASSY. RH(19.05 mm),28,0.0016456068175139582,0.0462046204620462,0.10894941634241245,3.059033529812125
SPRING SHOE RETURN UPPER(G46/400),W/C ASSY. RH(K23/40),13,0.0007640317367029092,0.10317460317460317,0.022608695652173914,3.053071083505866
SHOE KIT FRONT (A.A.),Service kit; Shoes New Swift,60,0.003526300323244196,0.09900990099009901,0.10869565217391304,3.0519084517147363
KBX  PAD KIT,SHOE KIT,1003,0.05894798707023215,0.4355188884064264,0.41241776315789475,3.0470205124322964
SHOE KIT LH (A.A.),WC ASSLY PVPL RR(K17/40),106,0.006229797237731413,0.14421768707482993,0.13135068153655513,3.040723600468688
W/C ASSY. RH(19.05 mm),W/C ASSY. RR. LH. CULTUS (17.46 mm),15,0.000881575080811049,0.058365758754863814,0.045871559633027525,3.0369828294006354
SHOE KIT RH RR APE CITY (I 11/20),SHOE RETURN SPRING(A.A),8,0.0004701733764325595,0.037209302325581395,0.03827751196172249,3.029264493156782
Shoes Assy W/O Spring,W/C ASSY. RH(19.05 mm),7,0.00041140170437848955,0.0457516339869281,0.027237354085603113,3.029043005010046
Shoes Assy W/O Spring,"W/C ASSLY RR, Ø 15.87MM",15,0.000881575080811049,0.09803921568627451,0.02722323049001815,3.0274723319454826
PAD KIT,W/C ASSY. RR.(17.46 mm) YE2,152,0.008933294152218631,0.05770690964312832,0.4676923076923077,3.021178669470241
SHOE KIT  (1 LEADING- 1 TRAILING),SHOE KIT(12),118,0.0069350573023802525,0.15902964959568733,0.13140311804008908,3.0132399642211807
SHOE HOLD DOWN SPRING(A.A),SHOE KIT,102,0.005994710549515133,0.43037974683544306,0.04194078947368421,3.011065539640239
Shoe Kit,W/C ASSY. RR. RH.(17.46 mm),108,0.006347340581839553,0.06874602164226608,0.2776349614395887,3.0069757281315095
SHOE HOLD DOWN SPRING(A.A),"W/C ASSLY RR, Ø 15.87MM",23,0.0013517484572436085,0.0970464135021097,0.041742286751361164,2.9968143842802113
"PAD KIT,  Frt",W/C Model K cr3 (19.05)(K31/100),31,0.001821921833676168,0.07416267942583732,0.07345971563981042,2.9902322048119006
EP - 90 Gear Fluid 1   ltr,SHOCK ABS OIl 175ml,6,0.0003526300323244196,0.022304832713754646,0.047244094488188976,2.988320697830986
SHOE KIT LH (A.A.),Service kit; Shoes New Swift,71,0.0041727887158389656,0.09659863945578231,0.1286231884057971,2.977583062210391
W/C ASSY. RR.(17.46 mm) YE2,W/C Model K cr3 (19.05)(K31/100),24,0.0014105201292976784,0.07384615384615385,0.05687203791469194,2.977469923441487
SHOE KIT,Shoes Assy W/O Spring,65,0.003820158683514546,0.026726973684210526,0.42483660130718953,2.9722840342277257
SPRING SHOE RETURN UPPER(G46/400),W /C ASSY RH SANTRO,12,0.0007052600646488392,0.09523809523809523,0.02197802197802198,2.9679051107622536
SHOE KIT LH (A.A.),W/C ASSY. LH.omni (k26/40),67,0.003937702027622686,0.09115646258503401,0.12810707456978968,2.965635202455743
PAD FRICTION KING,SPRING SHOE RETURN UPPER(G46/400),11,0.0006464883925947693,0.021956087824351298,0.0873015873015873,2.964943129613788
"SERVICE KIT; SHOE KIT, ALTO CD,170",SHOE KIT  RH(A.A.),68,0.003996473699676756,0.1285444234404537,0.0921409214092141,2.9636630959882377
SHOE KIT  RH(A.A.),W/C ASSY. RH(19.05 mm),33,0.001939465177784308,0.044715447154471545,0.12840466926070038,2.9604409857328147
SHOE KIT FRONT (A.A.),WC ASSLY PVPL RR(K17/40),85,0.004995592124595945,0.14026402640264027,0.10532837670384139,2.9573635802241935
SHOE KIT  RH(A.A.),SHOE KIT(12),115,0.006758742286218043,0.15582655826558264,0.12806236080178174,2.9525488740410792
W/C ASSY. LH(19.05 mm),W/C ASSY. RH(K23/40),25,0.0014692918013517484,0.099601593625498,0.043478260869565216,2.9473410705006056
SHOE KIT LH (A.A.),SHOE KIT(12),114,0.006699970614163973,0.15510204081632653,0.12694877505567928,2.9388209626835144
SPRING SHOE RETURN UPPER(G46/400),Service kit; Shoes New Swift,12,0.0007052600646488392,0.09523809523809523,0.021739130434782608,2.9356452726017945
PAD FRICTION KING,W/C  ASSY(15.87)(K14/100),72,0.004231560387893036,0.1437125748502994,0.08643457382953182,2.9354975523143394
"PAD KIT,  Frt",SHOE RETURN SPRING(A.A),15,0.000881575080811049,0.03588516746411483,0.07177033492822966,2.9214647100570037
SHOE KIT,W/C ASSY. RH(K23/40),240,0.014105201292976785,0.09868421052631579,0.41739130434782606,2.9201945080091525
"PAD KIT,  Frt",SHOE HOLD DOWN SPRING(A.A),17,0.000999118424919189,0.04066985645933014,0.07172995780590717,2.919821129348111
PAD FRICTION KING,SHOE KIT FRONT (A.A.),52,0.0030561269468116366,0.10379241516966067,0.0858085808580858,2.9142375315375846
SHOE KIT(15),W/C ASSY. RH(K23/40),42,0.002468410226270937,0.09813084112149532,0.07304347826086957,2.903819585534335
W/C ASSY. LH.omni (k26/40),WC ASSLY PVPL RR(K17/40),72,0.004231560387893036,0.13766730401529637,0.08921933085501858,2.902613603246924
SHOE RETURN SPRING(A.A),W/C Model K cr3 (19.05)(K31/100),15,0.000881575080811049,0.07177033492822966,0.035545023696682464,2.8937731014308716
PAD KIT,"W/C ASSLY RR, Ø 15.87MM",246,0.014457831325301205,0.09339407744874716,0.44646098003629764,2.8840294515252864
SPRING SHOE RETURN UPPER(G46/400),W/C Model K cr3 (19.05)(K31/100),9,0.0005289450484866295,0.07142857142857142,0.02132701421800948,2.8799932295192963
SHOE KIT  (1 LEADING- 1 TRAILING),SHOE KIT RH RR APE CITY (I 11/20),27,0.0015868351454598883,0.03638814016172507,0.12558139534883722,2.8797404876825676
SHOE HOLD DOWN SPRING(A.A),Shoe Kit,63,0.003702615339406406,0.26582278481012656,0.04010184595798854,2.8790418100218353
KBX  PAD KIT,W/C ASSY LH SANTRO,224,0.013164854540111666,0.0972644376899696,0.3888888888888889,2.8731847348868627
SHOE HOLD DOWN SPRING(A.A),W/C ASSY LH SANTRO,23,0.0013517484572436085,0.0970464135021097,0.03993055555555555,2.866744315518049
PAD KIT,W/C ASSY. LH.omni (k26/40),232,0.013635027916544225,0.08807896735003796,0.4435946462715105,2.8655136318563974
PAD FRICTION KING,SHOE KIT(15),36,0.002115780193946518,0.0718562874251497,0.08411214953271028,2.8566232021937434
SHOE KIT,W/C ASSY LH SANTRO,235,0.013811342932706435,0.09662828947368421,0.4079861111111111,2.8543929607547507
W/C ASSY. RH(19.05 mm),W/C ASSY. RR.(17.46 mm) YE2,14,0.0008228034087569791,0.054474708171206226,0.043076923076923075,2.851960490870997
SHOE KIT FRONT (A.A.),W/C ASSY. RR.(17.46 mm) YE2,33,0.001939465177784308,0.054455445544554455,0.10153846153846154,2.8509520182787504
SHOE KIT LH; IAM BAJAJ REGC,"TMC ASSLY WITH RESERVOIR, PVPL APE501",29,0.0017043784895680281,0.13875598086124402,0.03498190591073583,2.8479288472304787
PAD KIT,W/C ASSY. RH(K23/40),253,0.014869233029679694,0.09605163249810175,0.44,2.842293090356871
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY. LH.omni (k26/40),72,0.004231560387893036,0.08685162846803378,0.13766730401529637,2.8255840504466443
BRAKE FLUID 1/2 Lt DOT4 (Non Petroleum),BRAKE FLUID 1/4 LTR DOT3 (Non Petroleum),63,0.003702615339406406,0.30288461538461536,0.03450164293537788,2.8223339160839163
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY. RR.(17.46 mm) YE2,40,0.0023508668821627977,0.05390835579514825,0.12307692307692308,2.822309765705992
KBX  PAD KIT,W /C ASSY RH SANTRO,208,0.012224507787246547,0.09031697785497178,0.38095238095238093,2.8145483117259062
