Product_A,Product_B,CoCount,Support,Confidence_A_to_B,Confidence_B_to_A,Lift
W/C ASSY LH SANTRO,WC ASSLY PVPL RR(K17/40),51,0.0029973552747575667,0.08854166666666667,0.06319702602230483,1.8668357600165217
SHOE KIT RH RR APE CITY (I 11/20),Service kit; Shoes New Swift,13,0.0007640317367029092,0.06046511627906977,0.02355072463768116,1.8637933940006741
SHOE KIT  RH(A.A.),W/C  ASSY(15.87)(K14/100),67,0.003937702027622686,0.09078590785907859,0.08043217286914765,1.8544084300386823
W/C  ASSY(15.87)(K14/100),W/C ALTO (K53/100),41,0.0024096385542168677,0.04921968787515006,0.09050772626931568,1.8487262454650737
SHOE HOLD DOWN SPRING(A.A),W /C ASSY RH SANTRO,14,0.0008228034087569791,0.05907172995780591,0.02564102564102564,1.8408525370550686
Shoe Kit,Shoes Assy W/O Spring,26,0.0015280634734058183,0.016549968173138127,0.16993464052287582,1.8405078984702303
SHOE KIT,W/C ASSY. LH(19.05 mm),66,0.003878930355568616,0.027138157894736843,0.26294820717131473,1.8396643688404275
SHOE KIT  RH(A.A.),W/C ASSY. LH(19.05 mm),20,0.0011754334410813989,0.02710027100271003,0.0796812749003984,1.8370960602036301
W/C ASSY. RH(K23/40),WC ASSLY PVPL RR(K17/40),50,0.0029385836027034967,0.08695652173913043,0.061957868649318466,1.8334141479446149
"TMC ASSLY WITH RESERVOIR, PVPL APE501",WC ASSLY PVPL RR(K17/40),72,0.004231560387893036,0.08685162846803378,0.08921933085501858,1.831202550661208
SHOE KIT,WC ASSLY PVPL RR(K17/40),210,0.012342051131354687,0.08634868421052631,0.26022304832713755,1.8205983418117784
Shoe Kit,W/C ASSY. LH(19.05 mm),42,0.002468410226270937,0.02673456397199236,0.16733067729083664,1.8123052031213147
SHOE KIT  RH(A.A.),Shoe Kit,123,0.007228915662650603,0.16666666666666666,0.07829408020369191,1.8051135158073415
SHOE KIT(INCRIMENTAL ADJ.)15,SPRING SHOE RETURN UPPER(G46/400),11,0.0006464883925947693,0.013268998793727383,0.0873015873015873,1.7918413847243762
SHOE RETURN SPRING(A.A),W /C ASSY RH SANTRO,12,0.0007052600646488392,0.05741626794258373,0.02197802197802198,1.7892633682107364
SHOE KIT LH (A.A.),SHOE KIT(15),33,0.001939465177784308,0.044897959183673466,0.07710280373831775,1.7849036810986074
SHOE KIT  RH(A.A.),W /C ASSY RH SANTRO,42,0.002468410226270937,0.056910569105691054,0.07692307692307693,1.7735042735042734
"SERVICE KIT; SHOE KIT, ALTO CD,170",W/C ASSY. RR. LH. CULTUS (17.46 mm),18,0.001057890096973259,0.034026465028355386,0.05504587155963303,1.770520802622223
W/C ASSY. LH(19.05 mm),WC ASSLY PVPL RR(K17/40),21,0.0012342051131354686,0.08366533864541832,0.026022304832713755,1.7640219789985039
SHOE KIT(INCRIMENTAL ADJ.)15,Shoes Assy W/O Spring,13,0.0007640317367029092,0.015681544028950542,0.08496732026143791,1.7439311872718526
PAD KIT,SPRING SHOE RETURN UPPER(G46/400),34,0.001998236849838378,0.012908124525436599,0.2698412698412698,1.7431090380976486
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY. RR. RH.(17.46 mm),33,0.001939465177784308,0.039806996381182146,0.08483290488431877,1.7411723481383397
W/C ALTO (K53/100),W/C ASSY. RR. RH.(17.46 mm),18,0.001057890096973259,0.039735099337748346,0.04627249357326478,1.738027545583003
Shoes Assy W/O Spring,W/C ASSY LH SANTRO,9,0.0005289450484866295,0.058823529411764705,0.015625,1.7376429738562091
W/C ASSY. XYLO (Equlnt)(K62/25),W/C Model K cr3 (19.05)(K31/100),19,0.001116661769027329,0.04308390022675737,0.045023696682464455,1.7371387733608454
SHOE HOLD DOWN SPRING(A.A),SHOE KIT(INCRIMENTAL ADJ.)15,20,0.0011754334410813989,0.08438818565400844,0.024125452352231604,1.7320446066380621
SHOE KIT  RH(A.A.),SHOE KIT(INCRIMENTAL ADJ.)15,62,0.003643843667352336,0.08401084010840108,0.07478890229191798,1.7242996917303308
SHOE HOLD DOWN SPRING(A.A),SHOE KIT LH; IAM BAJAJ REGC,5,0.0002938583602703497,0.02109704641350211,0.023923444976076555,1.7175418407930065
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY. RR. RH.(17.46 mm),29,0.0017043784895680281,0.03908355795148248,0.07455012853470437,1.7095288908598314
SHOE KIT FRONT (A.A.),W /C ASSY RH SANTRO,33,0.001939465177784308,0.054455445544554455,0.06043956043956044,1.6969952489754472
SHOE KIT  RH(A.A.),W/C Model K cr3 (19.05)(K31/100),31,0.001821921833676168,0.04200542005420054,0.07345971563981042,1.6936545550289626
SHOE KIT,W/C ASSY. RR. LH. CULTUS (17.46 mm),79,0.004642962092271525,0.03248355263157895,0.2415902140672783,1.6902374557379687
W/C ASSY. RR.(17.46 mm) YE2,WC ASSLY PVPL RR(K17/40),26,0.0015280634734058183,0.08,0.0322180916976456,1.6867410161090457
SHOE KIT(12),W/C ASSY. RR. LH. CULTUS (17.46 mm),29,0.0017043784895680281,0.03229398663697105,0.08868501529051988,1.6803736471806188
KBX  PAD KIT,W/C ASSY. LH(19.05 mm),57,0.0033499853070819863,0.024750325662179766,0.22709163346613545,1.6777959806453735
"SERVICE KIT; SHOE KIT, ALTO CD,170",W/C ASSY. LH(19.05 mm),13,0.0007640317367029092,0.024574669187145556,0.05179282868525897,1.6658884311525166
"PAD KIT,  Frt",WC ASSLY PVPL RR(K17/40),33,0.001939465177784308,0.07894736842105263,0.040892193308550186,1.6645470553707686
SHOE KIT RH; IAM BAJAJ REGC,W/C ASSY. RR. RH.(17.46 mm),7,0.00041140170437848955,0.03804347826086957,0.017994858611825194,1.6640354308706826
SHOE KIT FRONT (A.A.),W/C Model K cr3 (19.05)(K31/100),25,0.0014692918013517484,0.041254125412541254,0.05924170616113744,1.6633624262900222
SHOE KIT FRONT (A.A.),SHOE KIT(INCRIMENTAL ADJ.)15,49,0.002879811930649427,0.08085808580858085,0.05910735826296743,1.6595902654197867
PAD KIT,W/C ASSY. XYLO (Equlnt)(K62/25),113,0.006641198942109903,0.04290053151100987,0.2562358276643991,1.6552211874372627
SHOE KIT FRONT (A.A.),W/C  ASSY(15.87)(K14/100),49,0.002879811930649427,0.08085808580858085,0.058823529411764705,1.6516210444573869
KBX  PAD KIT,W/C ASSY. XYLO (Equlnt)(K62/25),98,0.005759623861298854,0.0425531914893617,0.2222222222222222,1.6418198485067785
W/C ALTO (K53/100),"W/C ASSLY RR, Ø 15.87MM",24,0.0014105201292976784,0.052980132450331126,0.043557168784029036,1.6360380283890819
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY. LH(19.05 mm),20,0.0011754334410813989,0.024125452352231604,0.0796812749003984,1.6354365409291665
BONDED BRAKE SHOE KIT (KBX type),SHOE KIT RH RR APE CITY (I 11/20),9,0.0005289450484866295,0.020594965675057208,0.04186046511627907,1.6298760044702254
SHOE KIT(12),WC ASSLY PVPL RR(K17/40),69,0.004055245371730826,0.07683741648106904,0.08550185873605948,1.620060274380904
PAD KIT,SHOE KIT  (1 LEADING- 1 TRAILING),186,0.010931531002057009,0.07061503416856492,0.25067385444743934,1.619292191884275
W/C ASSY. LH(19.05 mm),W/C Model K cr3 (19.05)(K31/100),10,0.0005877167205406994,0.0398406374501992,0.023696682464454975,1.6063707256282926
Service kit; Shoes New Swift,WC ASSLY PVPL RR(K17/40),42,0.002468410226270937,0.07608695652173914,0.05204460966542751,1.604237379451538
SHOE KIT LH (A.A.),W/C Model K cr3 (19.05)(K31/100),29,0.0017043784895680281,0.03945578231292517,0.06872037914691943,1.5908534029725634
SHOE KIT LH; IAM BAJAJ REGC,W/C ASSY. RH(19.05 mm),5,0.0002938583602703497,0.023923444976076555,0.019455252918287938,1.5838809971515275
SHOE KIT RH RR APE CITY (I 11/20),W/C ALTO (K53/100),9,0.0005289450484866295,0.04186046511627907,0.019867549668874173,1.572308640073926
W/C ASSY. RR. RH.(17.46 mm),WC ASSLY PVPL RR(K17/40),29,0.0017043784895680281,0.07455012853470437,0.03593556381660471,1.5718344944460902
SHOE RETURN SPRING(A.A),"TMC ASSLY WITH RESERVOIR, PVPL APE501",16,0.000940346752865119,0.07655502392344497,0.019300361881785282,1.5712710881271605
SHOE RETURN SPRING(A.A),W/C ASSY. RH(K23/40),11,0.0006464883925947693,0.05263157894736842,0.019130434782608695,1.5574370709382148
PAD KIT,SHOE HOLD DOWN SPRING(A.A),57,0.0033499853070819863,0.02164009111617312,0.24050632911392406,1.5536124486990952
SHOE KIT LH (A.A.),SHOE KIT LH; IAM BAJAJ REGC,14,0.0008228034087569791,0.01904761904761905,0.06698564593301436,1.5506949191159713
SHOE KIT(15),W/C ASSY. RH(19.05 mm),10,0.0005877167205406994,0.02336448598130841,0.038910505836575876,1.5468744317975203
SHOE KIT LH; IAM BAJAJ REGC,TMC Assy Compact,8,0.0004701733764325595,0.03827751196172249,0.018912529550827423,1.5396970828101844
"SERVICE KIT; SHOE KIT, ALTO CD,170",SHOE RETURN SPRING(A.A),10,0.0005877167205406994,0.01890359168241966,0.04784688995215311,1.5389694376859835
SHOE KIT RH; IAM BAJAJ REGC,TMC Assy Compact,7,0.00041140170437848955,0.03804347826086957,0.016548463356973995,1.5302831740158291
SHOE KIT,W/C ASSY. XYLO (Equlnt)(K62/25),96,0.005642080517190714,0.039473684210526314,0.21768707482993196,1.5230039384174718
PAD KIT,W/C ASSY. RR. LH. CULTUS (17.46 mm),77,0.004525418748163385,0.029233105542900532,0.23547400611620795,1.5211048648698855
"SERVICE KIT; SHOE KIT, ALTO CD,170",SHOE KIT RH RR APE CITY (I 11/20),10,0.0005877167205406994,0.01890359168241966,0.046511627906976744,1.4960214533784677
PAD FRICTION KING,W/C ASSY. LH(19.05 mm),11,0.0006464883925947693,0.021956087824351298,0.043824701195219126,1.4883778260212641
SHOE KIT RH RR APE CITY (I 11/20),SHOE KIT(15),8,0.0004701733764325595,0.037209302325581395,0.018691588785046728,1.4792436426863724
W/C ASSY. RH(19.05 mm),WC ASSLY PVPL RR(K17/40),18,0.001057890096973259,0.07003891050583658,0.022304832713754646,1.4767187884223165
SHOE KIT(INCRIMENTAL ADJ.)15,SHOE RETURN SPRING(A.A),15,0.000881575080811049,0.018094089264173704,0.07177033492822966,1.4730666451192131
Shoes Assy W/O Spring,W/C ALTO (K53/100),6,0.0003526300323244196,0.0392156862745098,0.013245033112582781,1.4729688785006276
SHOE KIT RH RR APE CITY (I 11/20),"SHOE KIT WITH HBL, OMNI UPG.",8,0.0004701733764325595,0.037209302325581395,0.018561484918793503,1.4689472832245183
PAD KIT,W/C ASSY. LH(19.05 mm),57,0.0033499853070819863,0.02164009111617312,0.22709163346613545,1.4669567742696636
SHOE RETURN SPRING(A.A),W/C ASSY. RR. RH.(17.46 mm),7,0.00041140170437848955,0.03349282296650718,0.017994858611825194,1.4649881305272994
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY. LH(19.05 mm),16,0.000940346752865119,0.0215633423180593,0.06374501992031872,1.4617540619194382
W/C ASSY. LH(19.05 mm),W/C ASSY. RR.(17.46 mm) YE2,7,0.00041140170437848955,0.027888446215139442,0.021538461538461538,1.4600674226172232
PAD KIT,SHOE KIT LH (A.A.),166,0.00975609756097561,0.0630220197418375,0.22585034013605443,1.4589383209624014
SHOE KIT FRONT (A.A.),W/C ASSY. LH(19.05 mm),13,0.0007640317367029092,0.02145214521452145,0.05179282868525897,1.4542161387453485
PAD KIT,SHOE RETURN SPRING(A.A),47,0.002762268586541287,0.017843583902809414,0.22488038277511962,1.45267263208757
W/C ASSY. LH(19.05 mm),W/C ASSY. RR. LH. CULTUS (17.46 mm),7,0.00041140170437848955,0.027888446215139442,0.021406727828746176,1.4511373466379132
TMC Assy Compact,W/C ASSY. RR. RH.(17.46 mm),14,0.0008228034087569791,0.03309692671394799,0.03598971722365039,1.4476714859584188
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY. RR. LH. CULTUS (17.46 mm),23,0.0013517484572436085,0.027744270205066344,0.07033639143730887,1.4436353441565866
SHOE KIT RH; IAM BAJAJ REGC,W/C  ASSY(15.87)(K14/100),13,0.0007640317367029092,0.07065217391304347,0.015606242496998799,1.44315334829584
KBX  PAD KIT,WC ASSLY PVPL RR(K17/40),157,0.00922715251248898,0.06817194963091619,0.19454770755885997,1.4373552948823285
Shoes Assy W/O Spring,W /C ASSY RH SANTRO,7,0.00041140170437848955,0.0457516339869281,0.01282051282051282,1.4257583375230434
W/C ASSY. RR. LH. CULTUS (17.46 mm),WC ASSLY PVPL RR(K17/40),22,0.0012929767851895385,0.0672782874617737,0.027261462205700124,1.4185130869418578
W/C  ASSY(15.87)(K14/100),WC ASSLY PVPL RR(K17/40),56,0.0032912136350279164,0.06722689075630252,0.06939281288723669,1.4174294253017192
BONDED BRAKE SHOE KIT (KBX type),W/C ASSY. LH(19.05 mm),9,0.0005289450484866295,0.020594965675057208,0.035856573705179286,1.3961089281318664
SHOE KIT(12),W/C ASSY. XYLO (Equlnt)(K62/25),32,0.001880693505730238,0.035634743875278395,0.07256235827664399,1.3748870000858546
SHOE KIT LH; IAM BAJAJ REGC,W/C  ASSY(15.87)(K14/100),14,0.0008228034087569791,0.06698564593301436,0.01680672268907563,1.3682602227493867
SHOE KIT RH RR APE CITY (I 11/20),W/C ASSY. LH.omni (k26/40),9,0.0005289450484866295,0.04186046511627907,0.017208413001912046,1.3618658010582954
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ALTO (K53/100),30,0.001763150161622098,0.03618817852834741,0.06622516556291391,1.3592535489179494
SHOE HOLD DOWN SPRING(A.A),TMC Assy Compact,8,0.0004701733764325595,0.03375527426160337,0.018912529550827423,1.357791942225015
"W/C ASSLY RR, Ø 15.87MM",W/C ASSY. LH(19.05 mm),11,0.0006464883925947693,0.019963702359346643,0.043824701195219126,1.3533163173079008
SHOE KIT LH; IAM BAJAJ REGC,W/C Model K cr3 (19.05)(K31/100),7,0.00041140170437848955,0.03349282296650718,0.016587677725118485,1.3504274473344067
SHOE KIT FRONT (A.A.),SHOE KIT LH; IAM BAJAJ REGC,10,0.0005877167205406994,0.0165016501650165,0.04784688995215311,1.3434238160658172
SHOE KIT,SHOE KIT RH RR APE CITY (I 11/20),41,0.0024096385542168677,0.016858552631578948,0.19069767441860466,1.3341780140758874
PAD KIT,SHOE KIT FRONT (A.A.),124,0.007287687334704672,0.047076689445709946,0.20462046204620463,1.3217984668626315
SHOE KIT  (1 LEADING- 1 TRAILING),SHOE KIT LH; IAM BAJAJ REGC,12,0.0007052600646488392,0.016172506738544475,0.05741626794258373,1.3166277615135609
SHOE KIT RH; IAM BAJAJ REGC,W/C Model K cr3 (19.05)(K31/100),6,0.0003526300323244196,0.03260869565217391,0.014218009478672985,1.3147795178240262
SHOE KIT(INCRIMENTAL ADJ.)15,W/C Model K cr3 (19.05)(K31/100),27,0.0015868351454598883,0.032569360675512665,0.06398104265402843,1.3131935352934787
PAD KIT,SHOE KIT  RH(A.A.),150,0.00881575080811049,0.05694760820045558,0.2032520325203252,1.3129587446216147
BONDED BRAKE SHOE KIT (KBX type),W/C ASSY. RR. LH. CULTUS (17.46 mm),11,0.0006464883925947693,0.02517162471395881,0.03363914373088685,1.309771237027551
SHOE KIT RH RR APE CITY (I 11/20),TMC Assy Compact,7,0.00041140170437848955,0.03255813953488372,0.016548463356973995,1.3096376931112208
SHOE KIT LH (A.A.),W/C ASSY. RR. RH.(17.46 mm),22,0.0012929767851895385,0.029931972789115645,0.056555269922879174,1.3092352622282843
SHOE KIT  RH(A.A.),TMC Assy Compact,24,0.0014105201292976784,0.032520325203252036,0.05673758865248227,1.3081166272655633
"SHOE KIT WITH HBL, OMNI UPG.",W/C ALTO (K53/100),15,0.000881575080811049,0.03480278422273782,0.033112582781456956,1.3072171601542695
PAD FRICTION KING,WC ASSLY PVPL RR(K17/40),31,0.001821921833676168,0.06187624750499002,0.03841387856257745,1.304615057369771
SHOE KIT RH RR APE CITY (I 11/20),W /C ASSY RH SANTRO,9,0.0005289450484866295,0.04186046511627907,0.016483516483516484,1.3044978277536419
W/C ALTO (K53/100),W/C ASSY LH SANTRO,20,0.0011754334410813989,0.04415011037527594,0.034722222222222224,1.304191194505764
"PAD KIT,  Frt",W/C ASSY. LH(19.05 mm),8,0.0004701733764325595,0.019138755980861243,0.03187250996015936,1.2973941554356736
Service kit; Shoes New Swift,W/C ALTO (K53/100),19,0.001116661769027329,0.034420289855072464,0.04194260485651214,1.292850401510062
SHOE KIT LH; IAM BAJAJ REGC,W/C ASSY. XYLO (Equlnt)(K62/25),7,0.00041140170437848955,0.03349282296650718,0.015873015873015872,1.2922457659299764
Shoe Kit,WC ASSLY PVPL RR(K17/40),96,0.005642080517190714,0.061107574793125397,0.11895910780669144,1.2884081599814479
"SERVICE KIT; SHOE KIT, ALTO CD,170",W/C ALTO (K53/100),18,0.001057890096973259,0.034026465028355386,0.039735099337748346,1.2780580628200156
SHOE KIT LH; IAM BAJAJ REGC,W/C ASSY. LH.omni (k26/40),8,0.0004701733764325595,0.03827751196172249,0.015296367112810707,1.245299935045331
W/C ASSY. XYLO (Equlnt)(K62/25),WC ASSLY PVPL RR(K17/40),26,0.0015280634734058183,0.05895691609977324,0.0322180916976456,1.243063107109841
SHOE KIT RH RR APE CITY (I 11/20),W/C  ASSY(15.87)(K14/100),13,0.0007640317367029092,0.06046511627906977,0.015606242496998799,1.2350707724950445
SHOE KIT RH RR APE CITY (I 11/20),SHOE KIT(12),14,0.0008228034087569791,0.06511627906976744,0.015590200445434299,1.2338012119956492
SHOE KIT RH RR APE CITY (I 11/20),W/C ASSY. RR. RH.(17.46 mm),6,0.0003526300323244196,0.027906976744186046,0.015424164524421594,1.2206612064327136
SHOE KIT RH RR APE CITY (I 11/20),W/C ASSY. RR.(17.46 mm) YE2,5,0.0002938583602703497,0.023255813953488372,0.015384615384615385,1.217531305903399
SHOE KIT  RH(A.A.),SHOE KIT LH; IAM BAJAJ REGC,11,0.0006464883925947693,0.014905149051490514,0.05263157894736842,1.2134502923976607
BONDED BRAKE SHOE KIT (KBX type),W/C ALTO (K53/100),14,0.0008228034087569791,0.032036613272311214,0.03090507726269316,1.2033178252282017
SHOE KIT  RH(A.A.),W/C ASSY. RR. RH.(17.46 mm),20,0.0011754334410813989,0.02710027100271003,0.05141388174807198,1.1853756069694374
SHOE RETURN SPRING(A.A),Service kit; Shoes New Swift,8,0.0004701733764325595,0.03827751196172249,0.014492753623188406,1.1798765688925872
"PAD KIT,  Frt",W/C ALTO (K53/100),13,0.0007640317367029092,0.03110047846889952,0.02869757174392936,1.16815594072478
SHOE RETURN SPRING(A.A),TMC Assy Compact,6,0.0003526300323244196,0.028708133971291867,0.014184397163120567,1.1547728121076382
SHOE KIT LH (A.A.),TMC Assy Compact,21,0.0012342051131354686,0.02857142857142857,0.04964539007092199,1.1492738939547447
SHOE KIT(INCRIMENTAL ADJ.)15,"TMC ASSLY WITH RESERVOIR, PVPL APE501",46,0.002703496914487217,0.05548854041013269,0.05548854041013269,1.1388872316989236
SHOE KIT FRONT (A.A.),TMC Assy Compact,17,0.000999118424919189,0.028052805280528052,0.04018912529550828,1.1284124866387348
SHOE KIT  (1 LEADING- 1 TRAILING),SHOE KIT RH; IAM BAJAJ REGC,9,0.0005289450484866295,0.012129380053908356,0.04891304347826087,1.121638052267667
SHOE KIT(INCRIMENTAL ADJ.)15,W/C ASSY. XYLO (Equlnt)(K62/25),24,0.0014105201292976784,0.028950542822677925,0.05442176870748299,1.1169920320359747
W/C ALTO (K53/100),W/C ASSY. RH(K23/40),17,0.000999118424919189,0.037527593818984545,0.029565217391304348,1.110490450139169
KBX  PAD KIT,W/C ALTO (K53/100),68,0.003996473699676756,0.029526704298740773,0.15011037527593818,1.1090438711767645
SHOE KIT RH RR APE CITY (I 11/20),W/C ASSY. RH(K23/40),8,0.0004701733764325595,0.037209302325581395,0.01391304347826087,1.101071789686552
W /C ASSY RH SANTRO,W/C ALTO (K53/100),16,0.000940346752865119,0.029304029304029304,0.03532008830022075,1.100680041077392
PAD KIT,WC ASSLY PVPL RR(K17/40),137,0.008051719071407582,0.05201214882308276,0.1697645600991326,1.0966378094482692
SHOE KIT(15),W/C ASSY. RR. LH. CULTUS (17.46 mm),9,0.0005289450484866295,0.02102803738317757,0.027522935779816515,1.0941653090971448
SHOE KIT(INCRIMENTAL ADJ.)15,WC ASSLY PVPL RR(K17/40),43,0.002527181898325007,0.05186972255729795,0.05328376703841388,1.093634856644888
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W /C ASSY RH SANTRO,29,0.0017043784895680281,0.03498190591073583,0.05311355311355311,1.09014126203511
SHOE KIT FRONT (A.A.),SHOE KIT RH; IAM BAJAJ REGC,7,0.00041140170437848955,0.01155115511551155,0.03804347826086957,1.068167958100158
W/C ASSY. RH(19.05 mm),W/C ASSY. XYLO (Equlnt)(K62/25),7,0.00041140170437848955,0.027237354085603113,0.015873015873015872,1.0508924711259342
SHOE KIT RH RR APE CITY (I 11/20),SHOE KIT(INCRIMENTAL ADJ.)15,11,0.0006464883925947693,0.05116279069767442,0.013268998793727383,1.0501023929082391
TMC Assy Compact,WC ASSLY PVPL RR(K17/40),21,0.0012342051131354686,0.04964539007092199,0.026022304832713755,1.0467364461669608
SHOE KIT LH; IAM BAJAJ REGC,W/C ASSY. RR. RH.(17.46 mm),5,0.0002938583602703497,0.023923444976076555,0.012853470437017995,1.0464200932337855
W/C ALTO (K53/100),W/C ASSY. RH(19.05 mm),7,0.00041140170437848955,0.01545253863134658,0.027237354085603113,1.0230542599702803
SHOE KIT RH; IAM BAJAJ REGC,W /C ASSY RH SANTRO,6,0.0003526300323244196,0.03260869565217391,0.01098901098901099,1.0161849020544673
PAD KIT,Shoes Assy W/O Spring,24,0.0014105201292976784,0.009111617312072893,0.1568627450980392,1.0132952193785638
SHOE KIT RH; IAM BAJAJ REGC,"W/C ASSLY RR, Ø 15.87MM",6,0.0003526300323244196,0.03260869565217391,0.010889292196007259,1.0069636234514323
TMC Assy Compact,W/C ASSY. RR. LH. CULTUS (17.46 mm),8,0.0004701733764325595,0.018912529550827423,0.024464831804281346,0.9840877379429008
PAD FRICTION KING,W/C ALTO (K53/100),13,0.0007640317367029092,0.02594810379241517,0.02869757174392936,0.9746291082294573
SHOE KIT RH; IAM BAJAJ REGC,W/C ASSY LH SANTRO,6,0.0003526300323244196,0.03260869565217391,0.010416666666666666,0.9632586050724637
KBX  PAD KIT,SHOE KIT RH RR APE CITY (I 11/20),28,0.0016456068175139582,0.0121580547112462,0.13023255813953488,0.9621827949388564
SHOE KIT LH (A.A.),"TMC ASSLY WITH RESERVOIR, PVPL APE501",34,0.001998236849838378,0.04625850340136054,0.04101326899879373,0.9494432272305786
"PAD KIT,  Frt",SHOE KIT RH RR APE CITY (I 11/20),5,0.0002938583602703497,0.011961722488038277,0.023255813953488372,0.9466451541114944
"SHOE KIT WITH HBL, OMNI UPG.",SHOE RETURN SPRING(A.A),5,0.0002938583602703497,0.01160092807424594,0.023923444976076555,0.9444487616425582
W/C ALTO (K53/100),WC ASSLY PVPL RR(K17/40),20,0.0011754334410813989,0.04415011037527594,0.024783147459727387,0.9308725254464935
PAD FRICTION KING,SHOE KIT RH; IAM BAJAJ REGC,5,0.0002938583602703497,0.00998003992015968,0.02717391304347826,0.9228824958778098
SHOE KIT  (1 LEADING- 1 TRAILING),TMC Assy Compact,17,0.000999118424919189,0.022911051212938006,0.04018912529550828,0.9215875564731446
SHOE KIT(12),W/C ALTO (K53/100),22,0.0012929767851895385,0.024498886414253896,0.04856512141280353,0.9201954797760046
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ALTO (K53/100),20,0.0011754334410813989,0.024125452352231604,0.04415011037527594,0.9061690326119664
W/C ALTO (K53/100),W/C ASSY. LH(19.05 mm),6,0.0003526300323244196,0.013245033112582781,0.02390438247011952,0.8978654916756814
SHOE KIT FRONT (A.A.),W/C ASSY. XYLO (Equlnt)(K62/25),14,0.0008228034087569791,0.0231023102310231,0.031746031746031744,0.8913510398658913
TMC Assy Compact,W/C ALTO (K53/100),10,0.0005877167205406994,0.02364066193853428,0.02207505518763797,0.8879599622166905
SHOE KIT LH; IAM BAJAJ REGC,"W/C ASSLY RR, Ø 15.87MM",6,0.0003526300323244196,0.028708133971291867,0.010889292196007259,0.886513429258677
SHOE KIT  (1 LEADING- 1 TRAILING),"TMC ASSLY WITH RESERVOIR, PVPL APE501",32,0.001880693505730238,0.0431266846361186,0.038600723763570564,0.8851634970851122
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY. RR.(17.46 mm) YE2,14,0.0008228034087569791,0.016887816646562123,0.043076923076923075,0.8841421545884754
SHOE KIT LH; IAM BAJAJ REGC,SHOE KIT(INCRIMENTAL ADJ.)15,9,0.0005289450484866295,0.0430622009569378,0.010856453558504222,0.8838399870715279
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C ASSY. RR. LH. CULTUS (17.46 mm),14,0.0008228034087569791,0.016887816646562123,0.04281345565749235,0.8787345573127049
SHOE KIT  RH(A.A.),SHOE KIT RH; IAM BAJAJ REGC,7,0.00041140170437848955,0.009485094850948509,0.03804347826086957,0.8771135265700483
Service kit; Shoes New Swift,TMC Assy Compact,12,0.0007052600646488392,0.021739130434782608,0.028368794326241134,0.8744475280090451
SHOE KIT FRONT (A.A.),W/C ASSY. RR. RH.(17.46 mm),12,0.0007052600646488392,0.019801980198019802,0.030848329048843187,0.8661457405380639
SHOE KIT,W/C ALTO (K53/100),56,0.0032912136350279164,0.023026315789473683,0.12362030905077263,0.8648846868827698
SHOE KIT RH RR APE CITY (I 11/20),"W/C ASSLY RR, Ø 15.87MM",6,0.0003526300323244196,0.027906976744186046,0.010889292196007259,0.8617735196049465
SHOE KIT RH RR APE CITY (I 11/20),Shoe Kit,17,0.000999118424919189,0.07906976744186046,0.010821133036282623,0.8563794354062737
PAD KIT,W/C ALTO (K53/100),60,0.003526300323244196,0.022779043280182234,0.13245033112582782,0.8555969567600457
SHOE KIT LH; IAM BAJAJ REGC,W/C ASSY. RH(K23/40),6,0.0003526300323244196,0.028708133971291867,0.010434782608695653,0.8495111296026626
SHOE KIT LH; IAM BAJAJ REGC,W/C ASSY LH SANTRO,6,0.0003526300323244196,0.028708133971291867,0.010416666666666666,0.8480362838915468
SHOE KIT(15),WC ASSLY PVPL RR(K17/40),17,0.000999118424919189,0.0397196261682243,0.021065675340768277,0.8374590325307762
"TMC ASSLY WITH RESERVOIR, PVPL APE501",W/C Model K cr3 (19.05)(K31/100),17,0.000999118424919189,0.020506634499396863,0.04028436018957346,0.8268255592588571
PAD FRICTION KING,SHOE RETURN SPRING(A.A),5,0.0002938583602703497,0.00998003992015968,0.023923444976076555,0.8124898528302248
SHOE KIT RH; IAM BAJAJ REGC,W/C ASSY. RH(K23/40),5,0.0002938583602703497,0.02717391304347826,0.008695652173913044,0.8041115311909264
PAD FRICTION KING,SHOE KIT RH RR APE CITY (I 11/20),5,0.0002938583602703497,0.00998003992015968,0.023255813953488372,0.7898157174024046
PAD KIT,SHOE KIT RH RR APE CITY (I 11/20),26,0.0015280634734058183,0.009870918754745633,0.12093023255813953,0.7811799191255672
SHOE KIT RH; IAM BAJAJ REGC,SHOE KIT(INCRIMENTAL ADJ.)15,7,0.00041140170437848955,0.03804347826086957,0.008443908323281062,0.7808320658729743
SHOE KIT  (1 LEADING- 1 TRAILING),W/C ASSY. XYLO (Equlnt)(K62/25),15,0.000881575080811049,0.02021563342318059,0.034013605442176874,0.7799750628014008
